Familia profesional,Nivel Ciclo Formativo,Ciclo Formativo,Unidades de competencia acreditadas,Módulos profesionales convalidables
"Textil, Confección y Piel",CFGM,Técnico en Confección y Moda,"UC2348_2: Realizar el estudio de marcadas.
UC2349_2: Realizar operaciones de extendido.
UC2350_2: Realizar operaciones de corte.
UC2351_2: Realizar operaciones complementarias al corte.
UC2352_2: Realizar operaciones previas al cortado en calzado y marroquinería.
UC2353_2: Realizar operaciones de corte en calzado y marroquinería.",0267. Corte de materiales.
"Textil, Confección y Piel",CFGM,Técnico en Confección y Moda,"UC2822_2: Aplicar operaciones de corte y ensamblado a mano y/o a máquina en la confección a medida y/o semimedida.
UC0443_2: Ensamblar componentes de prendas y artículos de peletería.
UC1225_1: Preparar materiales, herramientas, máquinas y equipos de confección.",0269. Confección industrial.
"Textil, Confección y Piel",CFGM,Técnico en Confección y Moda,"UC1236_2: Mejorar la presentación final de prendas y artículos de confección a medida y/o semimedida con operaciones de acabado.
UC1225_1: Preparar materiales, herramientas, máquinas y equipos de confección.",0270. Acabados en confección.
"Textil, Confección y Piel",CFGM,Técnico en Confección y Moda,"UC2822_2: Aplicar operaciones de corte y ensamblado a mano y/o a máquina en la confección a medida y/o semimedida.
UC1236_2: Realizar el acabado de prendas y artículos en confección a medida.","0265. Patrones.
0268. Confección a medida."
"Textil, Confección y Piel",CFGM,Técnico en Confección y Moda,UC1237_2: Atender al cliente en los servicios de realización de vestuario a medida.,0271. Información y atención al cliente.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,"UC0195_2: Reconocer materias primas y productos de confección, calzado y marroquinería.
UC0180_2: Reconocer materias y productos en procesos textiles.",0275. Materias textiles y piel.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,"UC0188_2: Preparar disoluciones para los tratamientos de ennoblecimiento de materias textiles.
UC0890_2: Realizar los aprestos sobre artículos textiles.",1040. Aplicación de aprestos.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,UC0891_2: Realizar los acabados de artículos textiles.,1041. Acabados textiles.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,"UC0189_2: Realizar los tratamientos previos a la tintura de materias textiles.
UC0190_2: Realizar la tintura de materiales textiles.",1042. Preparación y tintura.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,"UC0892_2: Realizar pruebas de laboratorio y ensayar formulaciones de estampación.
UC0893_2: Realizar estampaciones textiles.",1043. Estampación.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,"UC0181_2: Preparar las máquinas y realizar la producción de hilatura.
UC0182_2: Preparar las máquinas y realizar la producción de telas no tejidas.",1044. Fabricación de hilatura y telas no tejidas.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,"UC2293_2: Preparar el proceso de tejeduría de calada.
UC2294_2: Producir tejidos de calada.",1045. Técnicas de tejeduría de calada.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,UC2295_2: Producir tejidos de punto por trama.,1046. Técnicas de tejeduría de punto por recogida.
"Textil, Confección y Piel",CFGM,Técnico en Fabricación y Ennoblecimiento de Productos Textiles,UC2296_2: Producir tejidos de punto por urdimbre.,1047. Técnicas de tejeduría de punto por urdimbre.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0459_3: Adaptar el proceso y definir los procedimientos de fabricación de hilos simples y de fantasía.
UC0453_3: Analizar materias primas, productos y procesos textiles.",0281. Procesos y análisis de hilatura.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0453_3: Analizar materias primas, productos y procesos textiles.
UC0455_3: Adaptar el proceso y definir los procedimientos de fabricación de tejidos de punto por trama.",0282. Procesos y análisis de tejidos y no tejidos.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0453_3: Analizar materias primas, productos y procesos textiles.
UC0456_3: Adaptar el proceso y definir los procedimientos de fabricación de tejidos de punto por urdimbre.",0282. Procesos y análisis de tejidos y no tejidos.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0453_3: Analizar materias primas, productos y procesos textiles.
UC0458_3: Adaptar el proceso y definir los procedimientos de fabricación de tejidos de calada por lizos, jacquard y especiales.",0282. Procesos y análisis de tejidos y no tejidos.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0912_3: Analizar e interpretar el diseño, colaborando en la definición del producto en textil y piel.
UC0479_3: Definir y desarrollar productos de confección, calzado y marroquinería.",0283. Análisis de diseños en textil y piel.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0901_3: Adaptar los procedimientos de preparación, tintura, aprestos y acabados a los requerimientos del diseño.
UC0902_3: Adaptar los procedimientos para la realización de estampados textiles.",0444. Procesos de ennoblecimiento y estampación.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0903_3: Analizar pieles y cueros, productos y procesos curtientes.
UC1246_3: Adaptar los procesos de preparación, tintura y acabados de pieles a los requerimientos del diseño.
UC1247_3: Adaptar, según diseño, los procedimientos de grabación y estampado de pieles.",0445. Procesos en tintura y acabado de pieles.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,"UC0457_3: Realizar el diseño técnico de tejidos de calada asegurando su viabilidad.
UC0454_3: Realizar el diseño técnico de tejidos de punto asegurando su viabilidad.
UC0900_3: Realizar el diseño técnico de estampados textiles asegurando su viabilidad.",0447. Diseño técnico de textiles.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño Técnico en Textil y Piel,UC1245_3: Realizar el diseño técnico de colecciones de pieles.,0450. Diseño técnico de acabados de pieles.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,"UC0474_3. Analizar materias primas, productos y procesos de confección, calzado y marroquinería.","0276. Materiales en textil, confección y piel."
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,"UC0481_3. Definir la documentación técnica de productos de confección, calzado y marroquinería.
UC0475_3. Organizar y programar la producción en confección, calzado y marroquinería.",0280. Organización de la producción en confección industrial.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,"UC0476_3. Gestionar la calidad de la producción en confección, calzado y marroquinería.","0165. Gestión de la calidad, prevención de riesgos laborales y protección ambiental."
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,"UC0480_3. Elaborar y controlar prototipos de confección, calzado y marroquinería.",0284. Elaboración de prototipos.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,"UC0912_3. Analizar e interpretar el diseño, colaborando en la definición del producto en textil y piel.
UC0479_3. Definir y desarrollar productos de confección, calzado y marroquinería.","0283. Análisis de diseños en textil y piel.
0593. Diseño técnico de calzado y complementos."
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,UC0478_3. Supervisar y controlar la producción en calzado y marroquinería.,0596. Procesos de producción de calzado.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,UC0918_3. Efectuar la industrialización de patrones de calzado y marroquinería.,0595. Industrialización de patrones de calzado.
"Textil, Confección y Piel",CFGS,Técnico Superior en Diseño y Producción de Calzado y Complementos,"UC0916_3. Efectuar el ajuste y despiece para modelos de calzado y auxiliares.
Uc 0917_3. Efectuar el despiece de patrones para artículos de marroquinería y guarnicionería.",0594. Ajuste y patronaje de calzado y complementos.
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,"UC0474_3: Analizar materias primas, productos y procesos de confección, calzado y marroquinería.","0276. Materiales en textil, confección y piel."
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,"UC0481_3: Definir la documentación técnica de productos de confección, calzado y marroquinería.
UC0475_3: Organizar y programar la producción en confección, calzado y marroquinería.",0280. Organización de la producción en confección industrial.
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,"UC0476_3. Gestionar la calidad de la producción en confección, calzado y marroquinería.
UC0477_3: Supervisar y controlar la producción en confección.","0165. Gestión de la calidad, prevención de riesgos laborales y protección ambiental.
0278. Procesos en confección industrial."
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,"UC0912_3: Analizar e interpretar el diseño, colaborando en la definición del producto en textil y piel.
UC0479_3: Definir y desarrollar productos de confección, calzado y marroquinería.",0283. Análisis de diseños en textil y piel.
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,"UC0480_3. Elaborar y controlar prototipos de confección, calzado y marroquinería.",0284. Elaboración de prototipos.
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,"UC0913_3: Desarrollar el modelaje de prendas sobre maniquí.
UC2357_3: Realizar patrones de modelos de confección.
UC2359_3: Realizar el proceso de patronaje por medios informáticos.",0285. Patronaje industrial en textil y piel.
"Textil, Confección y Piel",CFGS,Técnico Superior en Patronaje y Moda,UC2358_3: Escalar patrones.,0286. Industrialización y escalado de patrones.
"Textil, Confección y Piel",CFGS,Técnico Superior en Vestuario a Medida y de Espectáculos,"UC0474_3: Analizar materias primas, productos y procesos de confección, calzado y marroquinería.","0276. Materiales en textil, confección y piel."
"Textil, Confección y Piel",CFGS,Técnico Superior en Vestuario a Medida y de Espectáculos,"UC0912_3: Analizar e interpretar el diseño, colaborando en la definición del producto en textil y piel.",0590. Diseño de vestuario a medida.
